#chainfmt afss
#             p0             p1             p2             p3             p4             p5             p6             p7
        1.18914    4.41745e-11      0.0263029      0.0741558       0.116182        7.85119        7.24819        1.37578
        1.18958    4.35211e-11      0.0167713      0.0796188       0.109364        7.95756        7.43298        1.13609
         1.1804    4.38656e-11     0.00617291      0.0741379       0.113398        7.59873        6.88885         1.8946
        1.18025    4.39825e-11      0.0267021      0.0867513       0.102842         7.6441        6.99571        1.78135
        1.18786     4.3988e-11      0.0222979      0.0778095       0.112749        7.51865        6.82271        1.96732
        1.17927    4.40881e-11    0.000948677      0.0803748       0.118079        7.40269        6.64341        2.14923
        1.18659    4.35733e-11     0.00752936      0.0798114       0.117789        7.38497        6.61169        2.17719
        1.18622    4.40843e-11      0.0227974      0.0803562       0.115484        7.17231        6.26809        2.55657
        1.18428    4.36273e-11      0.0113515      0.0859816       0.114717         7.2126        6.28136        2.57441
        1.18216    4.37323e-11      0.0276576      0.0847443       0.119297        6.92682        5.81485        3.05534
         1.1872    4.42188e-11       0.025577      0.0796423       0.116316        6.94584        5.78604        3.03128
        1.20004    4.44251e-11      0.0270864      0.0869193       0.118516        6.79188        5.54408        3.34188
        1.19158    4.36903e-11     0.00487172      0.0935061        0.12447        6.93112        5.76742        3.07149
        1.20361    4.45229e-11      0.0131101      0.0961769       0.119827        6.75745        5.52259        3.42434
        1.19167    4.39549e-11     0.00413886      0.0737327        0.11498        3.96211       0.838459        9.23348
        1.18644    4.37999e-11    0.000479859       0.071232       0.111301        3.91543       0.759313         9.3681
        1.19302    4.39683e-11    0.000836687      0.0739406       0.107712        4.08722        1.03286        9.05881
        1.19347     4.3696e-11      0.0213375      0.0739539       0.103592        4.15001        1.12568        8.92654
        1.17182    4.36508e-11      0.0228672      0.0810698       0.104433         4.1581        1.15973        8.89541
        1.19254    4.37442e-11      0.0330163      0.0707415       0.112138        4.30381        1.44194         8.6148
        1.19067    4.37745e-11     0.00209152      0.0712133       0.120947        4.29662        1.42176        8.63485
        1.18378    4.35783e-11      0.0134302       0.076143       0.120507        4.50858        1.77552        8.21373
        1.19258    4.40725e-11      0.0099171      0.0770813       0.115892        4.40418        1.55771        8.45295
        1.18896    4.37925e-11      0.0225243      0.0736662       0.113313         4.4928        1.68095        8.27786
        1.20417     4.4161e-11      0.0403237      0.0744957       0.100675         4.3456        1.40021        8.62888
        1.18335    4.36466e-11      0.0393746      0.0797007      0.0974148        4.36177        1.41559        8.57079
        1.19142     4.3876e-11      0.0514342      0.0748266       0.114406        6.12814        4.33672        4.94986
         1.1943    4.39089e-11      0.0467387      0.0782124      0.0999259        4.85423        2.23609        7.58272
        1.19082    4.38864e-11      0.0507633      0.0797689        0.10719        4.76859        2.14691        7.74657
        1.17248    4.35957e-11         0.0471       0.067131       0.105205          4.282        1.34071        8.76787
         1.2045    4.41632e-11      0.0333481       0.066594       0.109704        4.19441        1.19213        8.94215
        1.20448    4.38551e-11      0.0180604      0.0775459        0.10783        3.85385       0.642739        9.62602
         1.2015    4.41651e-11     0.00173047       0.080247       0.098957        3.88572        0.66966        9.56398
        1.17932    4.36189e-11      0.0251272      0.0813141      0.0930034        4.11652          1.017        9.15645
        1.19322    4.38513e-11       0.020597      0.0814483      0.0998049        4.21379        1.16905        8.91958
        1.17549    4.36857e-11      0.0114582       0.077344      0.0998012        3.99562       0.780658        9.30773
        1.19724    4.41164e-11      0.0165151      0.0792013       0.107463        4.06783       0.952445        9.12132
        1.19784    4.38854e-11     0.00401112      0.0782141        0.10769          4.157        1.08985        8.95442
        1.19199    4.40966e-11     0.00629937      0.0718896       0.114138        4.17501        1.13032         8.9141
         1.1897     4.3802e-11    0.000849736      0.0720706        0.10862        4.05892       0.910157        9.15576
        1.18944    4.40224e-11     0.00371714      0.0711546       0.119023        4.43215        1.54043        8.37723
        1.19044    4.40987e-11      0.0263679      0.0754222       0.110546        4.37587        1.43912        8.47082
        1.17398    4.34373e-11    0.000329456      0.0748989       0.122428        4.57897        1.75449        8.08699
        1.17945    4.36057e-11      0.0155576      0.0790842       0.105599        4.09694       0.906977        9.17218
        1.17935    4.37542e-11     0.00396689      0.0815362      0.0935678        3.93174       0.598058        9.54384
        1.18313    4.36244e-11      0.0226859      0.0790112      0.0927273        3.98891       0.689397        9.43302
        1.17782    4.39131e-11      0.0156887      0.0814062      0.0992629        3.96156       0.678434        9.46819
        1.19415    4.39235e-11      0.0121566       0.070511      0.0975126        3.78046       0.365806         9.8189
        1.21041    4.41766e-11       0.011963      0.0753989      0.0931669        3.77508       0.376195        9.82261
        1.19988    4.38536e-11      0.0210154       0.079046      0.0902164         3.8716       0.564283        9.57527
        1.18433    4.36389e-11      0.0389825      0.0675487      0.0865497         3.7743       0.416704        9.72883
        1.19037    4.36154e-11      0.0211427      0.0687454        0.10187        4.00476       0.768348        9.30327
        1.19449    4.36693e-11      0.0124734      0.0718118       0.104535        3.92608       0.651169        9.44612
        1.19026    4.35982e-11      0.0134844      0.0673148      0.0939212        3.81622       0.424225        9.67318
        1.17864    4.35922e-11     0.00195759      0.0749879       0.108935        4.36677        1.36186        8.51019
        1.18159     4.3782e-11       0.026323       0.078141       0.104829        4.25881        1.15936        8.74867
        1.19485    4.39667e-11      0.0146506      0.0765734         0.1093        4.50282        1.55438         8.2972
        1.17518    4.35824e-11      0.0357787      0.0761934        0.10739         4.8635        2.13343        7.60545
         1.1848    4.35573e-11      0.0359531      0.0752915       0.101299        4.48869        1.43668        8.42858
        1.19559    4.42167e-11      0.0451082      0.0716754       0.105086        5.46287        3.00726        6.41056
        1.19077    4.36653e-11      0.0422628      0.0838178       0.111593        5.31401        2.72734        6.64228
        1.18568    4.38141e-11      0.0272119       0.084875       0.130019        5.96749        3.78781         5.4026
        1.18255    4.40776e-11      0.0185031      0.0807955         0.1232        5.36579        2.77579        6.65515
        1.19974    4.42108e-11      0.0218828      0.0816025       0.136391        5.81722        3.53988        5.71747
        1.19114    4.40311e-11      0.0176356      0.0813303       0.138414        5.90035        3.74128        5.47895
        1.17442    4.36004e-11    0.000570455      0.0845639        0.13893        5.85956        3.68065        5.56304
        1.17528    4.37661e-11     0.00135237      0.0783191       0.142332         6.1784         4.2027        4.90588
        1.17447    4.36073e-11     0.00931897      0.0787582       0.134086        5.70516        3.46428        5.78486
        1.18728    4.37723e-11       0.078172      0.0740349      0.0375743        3.61768        2.47772        1.18155
